f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,label,hand
0.0,0.0,0.0,-0.22569903988173814,-0.08685652359166483,-0.01908874339350961,-0.3781307302773671,-0.42484914802745455,-0.009747428619678268,-0.4003654639585248,-0.7232754245785867,-0.010516001791317755,-0.42728099659844404,-0.9040643787475314,0.009927186191483948,-0.19674534566930896,-0.7795183590824211,0.04724193856194531,-0.34750520721717126,-0.878950205486895,-0.054786602787413145,-0.31274784792702004,-0.5989564185675723,-0.10125894940225372,-0.24191717423667733,-0.5289131188741887,-0.12181863608579332,-0.05400886805912458,-0.784516413980693,0.018318475263711994,-0.22459440994526864,-0.8681610899311519,-0.08545821913975049,-0.19485602352742312,-0.5448447038027823,-0.07887158825991782,-0.10994138519188254,-0.517363983595223,-0.04872478175130463,0.08919048677134297,-0.7632535615546375,-0.03194478483120847,-0.07069256142588973,-0.8718308534782869,-0.1404038118429711,-0.0674164848772343,-0.5367545432556893,-0.07215992723000177,0.010458450658518704,-0.4879050398561347,-0.00020056535994518712,0.2412357310056579,-0.7241664498186742,-0.08802548142245303,0.0826493290193575,-0.7781830950732728,-0.15276853021368655,0.04683239389065541,-0.5404255136090185,-0.1110010935396969,0.09790335931466865,-0.4870023488228362,-0.062443423533887106,A,left
0.0,0.0,0.0,-0.2259219266909122,-0.11053913823912243,-0.017010641201117,-0.3592258260361227,-0.45188588132741536,-0.0021186791432739214,-0.3616851660200644,-0.7434390991599209,0.0034035406173982493,-0.36620218293746803,-0.9300457161843869,0.030181567535570754,-0.17317770117454287,-0.8390092370999492,0.07232537865456336,-0.33584756975110663,-0.9002958541077366,-0.026348954541335092,-0.3080394551741071,-0.6192146463960958,-0.08212403795885213,-0.2348656991660611,-0.5397625076569377,-0.1105036638421183,-0.03451509773311443,-0.8510503845451249,0.04394142921691122,-0.22342309736212,-0.9000555332376462,-0.05852244651078293,-0.2007799070248218,-0.5720536501080945,-0.06026721445923388,-0.11658185420150147,-0.5121514167040674,-0.03487893068850717,0.10073844698071689,-0.831085135922191,-0.006784255576498933,-0.07926357711749674,-0.8823909620523795,-0.10858479019288882,-0.08134664005836258,-0.5519666896829963,-0.04931197110993255,-0.004047657847180093,-0.48067770369131674,0.015841673047040872,0.24518595737600013,-0.7793942886797097,-0.06466125468139593,0.06287944793900872,-0.7940150775772468,-0.1292844877425273,0.019645949063142404,-0.5552615113772759,-0.09653943819023686,0.06808837459154356,-0.4881387923007024,-0.05328667503687705,A,left
0.0,0.0,0.0,-0.2299558783622677,-0.191150816980132,-0.009238745735261513,-0.29408005057947845,-0.5096334963859702,-0.014146469629194124,-0.2203610730480492,-0.7220369411620544,-0.034338727490629516,-0.13124829277954855,-0.8582647447379383,-0.03133741903397325,-0.12414552266948956,-0.8737866311207325,0.08342343555256172,-0.31304223328897296,-0.9492766724826628,-0.029637126340042445,-0.31069638200841077,-0.6594670439510308,-0.09627694357043415,-0.23718797564859045,-0.5607778349863064,-0.12918413821607885,-0.019775175343186836,-0.8847071781617147,0.04309882302747056,-0.25212775156813755,-0.9289099911121413,-0.08223633522394476,-0.2484587837919537,-0.5996308413793006,-0.0966879735923777,-0.15025855866996166,-0.5361541340637693,-0.07285056393941648,0.08757384213898586,-0.84965467744213,-0.019608786555339843,-0.14266970628843265,-0.8914859394808138,-0.12920479464006543,-0.15281359942153172,-0.5612516201224266,-0.07205850406983097,-0.05399907021228676,-0.49451921168050306,-0.0051948238159929975,0.1966242857413637,-0.7781696334425732,-0.09049114138832184,-0.035169254420378444,-0.7681923734019678,-0.15558872167901364,-0.058558958536065436,-0.5448508339872672,-0.12291756467418205,0.027161746756713533,-0.49867509074851757,-0.07797675089018828,A,left
0.0,0.0,0.0,-0.23650899159381694,-0.18982945197419768,-0.006265876538166247,-0.30620870575530307,-0.4909584697181051,-0.013767778373852643,-0.25431207818697715,-0.7153933904498525,-0.04013036178767327,-0.19406460298307843,-0.8699972245975005,-0.04414804708694963,-0.14747958575303505,-0.844019595173672,0.09026958896759894,-0.3100359036103331,-0.9504776967515114,-0.021676864405770692,-0.3202276090301387,-0.6735851786176508,-0.08432454048366593,-0.25641540683849595,-0.5656332123176013,-0.11295852303251729,-0.048770813241742865,-0.8565380582557185,0.04586176741045713,-0.2613922161331213,-0.9148863183739941,-0.08402866143122362,-0.25873271226177924,-0.5987776937058371,-0.10202282195265963,-0.1617990428289279,-0.5362515439683078,-0.07811208211422357,0.055928486945133304,-0.8315370232018703,-0.021391124677590637,-0.16999564088383057,-0.8723843943956877,-0.13619861624273974,-0.17758976144691482,-0.5544008016896683,-0.08362627345429546,-0.08094541271954789,-0.49195616038952694,-0.01709757248803999,0.16052285358068322,-0.7705324099585718,-0.09627253868391432,-0.07748315348166292,-0.7520557485979555,-0.1625928633727967,-0.09207741043217782,-0.5389699530969218,-0.13080304878922344,-0.0035033559290049213,-0.4972591404226743,-0.08564350453791797,A,left
0.0,0.0,0.0,-0.23004161656832028,-0.08393260474477551,-0.026495074804116267,-0.38525790803999244,-0.4235278160585297,-0.011742818515740786,-0.38396294517020424,-0.7311561618947444,-0.004496632281046797,-0.3864120502986573,-0.9219953739602452,0.024703396120687605,-0.2405864399549982,-0.7980475657478228,0.05666626663850725,-0.37870916287021184,-0.9161888707615937,-0.04636460632937739,-0.3418443805120394,-0.6310610181964267,-0.1002071882162115,-0.26783258782090164,-0.5436918037876959,-0.12461082253934466,-0.08992804226335077,-0.8190494930154998,0.03506032804841281,-0.2424121205029574,-0.9218466321897462,-0.06688819275165339,-0.21662698647745837,-0.5846857105026497,-0.06505461396433987,-0.14008453005392532,-0.5209819865457389,-0.03613934992426017,0.06510371553249522,-0.8089724580963971,-0.009607837436780356,-0.0782176349433542,-0.9404807195566391,-0.11708186140084842,-0.08685375229676483,-0.5874622235519645,-0.057291850272141356,-0.018928930521432477,-0.49433652659915833,0.01078208343203467,0.23696764362540212,-0.7742201315932111,-0.06076345880868542,0.08343591871429264,-0.8252042338504083,-0.13053263178136187,0.03188853401260215,-0.5700625168544493,-0.09690880461696363,0.07028972791338457,-0.49128732030392874,-0.05188005276101506,A,left
0.0,0.0,0.0,-0.23289006426580977,0.01855853471234581,-0.036286167575391694,-0.45866203676269707,-0.3047754543201073,-0.02200175401692509,-0.509864954298142,-0.6494086233554766,-0.01282609425348643,-0.5394505787446151,-0.8417792755381627,0.02001810097251875,-0.34431630182301876,-0.6825782111605145,0.030326797433297963,-0.4586105406495497,-0.8318009346029727,-0.0695058239299565,-0.40020093588170286,-0.5531384394217697,-0.10767420744215199,-0.3310784784142572,-0.4733284620200638,-0.12151657376255015,-0.1733118299625051,-0.717314000643374,0.013178016403816167,-0.30620281029500734,-0.8393650491583492,-0.08378886183620696,-0.2546751350137457,-0.5057177175944246,-0.06867195806351,-0.1800381636663546,-0.48726106766508015,-0.03259634821139032,-0.005946970486054243,-0.7193002001902526,-0.026768471138890162,-0.1307214989205506,-0.8878383958361588,-0.13827530547735326,-0.11606947042599927,-0.5336770615644042,-0.06223343848935827,-0.045819912546601727,-0.4760859958208599,0.015494983523056314,0.17244165639464343,-0.7186236907683405,-0.07290748741418121,0.05205869434049122,-0.8032749949579601,-0.14322967800021055,0.025153636385916486,-0.538235713451654,-0.0971192692346846,0.06693940987514874,-0.4697659553753104,-0.04516108835092891,A,left
0.0,0.0,0.0,-0.23901291060398738,0.03584578341335598,-0.04938773743316524,-0.492242840931142,-0.2626368247307298,-0.04008205501733046,-0.5708508555252957,-0.601301477823297,-0.030659546494398254,-0.5961444239261657,-0.8028650455425365,0.004420912543882523,-0.3810539602503983,-0.671875655317568,0.003752298701216266,-0.49690929993265387,-0.8196330757587372,-0.10105080307883617,-0.41434721216061604,-0.5476308387181994,-0.13793854755079984,-0.3422919856452121,-0.4856394446979963,-0.1514323961059599,-0.1970512838328955,-0.7196027400277093,-0.005261302783063473,-0.3157749720255032,-0.8581182265248507,-0.11576535730622597,-0.2472180687511284,-0.5163402040214135,-0.10752578630546397,-0.1839166702097589,-0.5005443758094686,-0.0739204853448829,-0.017413629868863356,-0.7339136475564362,-0.035711207786526686,-0.12647226676101833,-0.9110450916887034,-0.15951474997134446,-0.10065630052597414,-0.5428505805061197,-0.08691775002713589,-0.04112507121345447,-0.4873201608637951,-0.007983109315605983,0.1677168064045222,-0.7499571238681708,-0.0713491054153892,0.06128370950053561,-0.8267953740685723,-0.14561045338256423,0.046957177049823086,-0.5596136328710682,-0.10092842226012022,0.08701837083179621,-0.5102759367335947,-0.049320890767480065,A,left
0.0,0.0,0.0,-0.25048604696022336,0.00540188549937788,-0.09868349252290388,-0.49068566429059995,-0.271394187982686,-0.11262073707254344,-0.5757863392220767,-0.5753568716263556,-0.11732716663422504,-0.6332337565607156,-0.7683618369291977,-0.09292522317860416,-0.3937693085440518,-0.6229298759421089,-0.032212945140662454,-0.46254377901248644,-0.7608249900389874,-0.15101408038467787,-0.3758054339868941,-0.48629506977814907,-0.19557245733363707,-0.32876004360790123,-0.4628175491340239,-0.21478443341402223,-0.20775117457079045,-0.6679104801829421,-0.02560609246028758,-0.2823389283161756,-0.8168750906180613,-0.14809775406627032,-0.2286312207390085,-0.4748225917420213,-0.14714409156616104,-0.19501319043487947,-0.484534128869815,-0.11736370850962466,-0.03156203154328806,-0.6837056052646472,-0.04512542562727904,-0.09635767657447761,-0.8438602600029158,-0.1733749079262547,-0.08073569995571586,-0.5022076486778194,-0.1057846989942413,-0.04544336485766336,-0.48692454303228083,-0.02939206938777003,0.13724818985398685,-0.6996470216138285,-0.07433233175398885,0.07544025311118528,-0.7669338262319557,-0.1456956130868896,0.06684050486303487,-0.5378733854289817,-0.10001127606528708,0.098311939783825,-0.5276044067878947,-0.047361244605409816,A,left
0.0,0.0,0.0,-0.25721939576143765,0.0014350117099691242,-0.11823037676488013,-0.4771165365997377,-0.26553799420574487,-0.14522216517029604,-0.567211323256062,-0.5578493298051141,-0.15817361490847706,-0.6586359575396795,-0.7387234256922718,-0.1431306248475985,-0.3830295779594669,-0.5912021186257923,-0.06508555820378863,-0.4223047776997528,-0.7568344732986618,-0.17941747663685575,-0.3535881759864978,-0.4761915706907469,-0.21880408457722644,-0.3183629884756301,-0.44814729745705567,-0.23700251995118096,-0.19340583039367013,-0.6405975687540475,-0.048341654875745974,-0.25758316788378494,-0.8080186688695233,-0.17286753191765508,-0.22179845965122544,-0.4628611866790942,-0.17498307773479302,-0.18815360149184274,-0.470136748630679,-0.14930163529332743,-0.015599179590746979,-0.6580151309379731,-0.05589718258677566,-0.06685543645916946,-0.8415012397285947,-0.17970470603766445,-0.0670801051812499,-0.5105198758828838,-0.11066523266489836,-0.033822920072095385,-0.4961552987218247,-0.0362057869563008,0.14687502597658,-0.6766045556158994,-0.07479699815843509,0.10705536309916727,-0.7625218185925609,-0.13625871969176223,0.08119049597429574,-0.5464932819410631,-0.0869119677040644,0.10280792920545287,-0.5369341058350978,-0.0353147230197011,A,left
0.0,0.0,0.0,-0.24444802566470508,-0.006526766048672609,-0.13745085798256754,-0.448709664664914,-0.2724751563815442,-0.17320420507596168,-0.552855973047396,-0.5643364757624336,-0.1880210714405214,-0.6571343097817465,-0.7334692160160965,-0.17377401435312587,-0.370504459604914,-0.6006076665346076,-0.0764736240823099,-0.3808512048373184,-0.7549946701841507,-0.16993271166513502,-0.3178958913730353,-0.4766308847879646,-0.19810153636084846,-0.29814017237944157,-0.4779238166387383,-0.2153386782983418,-0.18257690763819506,-0.6462701450270665,-0.039928074744636784,-0.21866897583330144,-0.7860194820084819,-0.14876300912510004,-0.19582190141091332,-0.45206733896546786,-0.15129581470393394,-0.18858872198425317,-0.4927828672956298,-0.13377509201028087,-0.015286497587356472,-0.6489809420989567,-0.02555228776485473,-0.04279795682084658,-0.8216022539210305,-0.1310573156359117,-0.05677856650420863,-0.5075188354469243,-0.07055687863272714,-0.0381267855056766,-0.5122143764812477,-0.011706089903717368,0.12987744138213278,-0.6595193546583725,-0.023516524522904723,0.11919774614711948,-0.7375679559957123,-0.07430577304231475,0.08544208621615178,-0.5277823083357878,-0.03533626889536434,0.09257264547523819,-0.5268029952336112,0.0028753209997174206,A,left
0.0,0.0,0.0,-0.24561860919783765,-0.04441409439201005,-0.15041803185705457,-0.4170952586311963,-0.3146003278717945,-0.20038986845992574,-0.4975468069021714,-0.5878058611770519,-0.22869257166867488,-0.5965029963488424,-0.7703549083582697,-0.22524984021120806,-0.3325022174212733,-0.6406874798700624,-0.08841871534162488,-0.29664523805619547,-0.7599633077659186,-0.1746226751566181,-0.2459442761046782,-0.4978742286789013,-0.18650716203618337,-0.27048234468322485,-0.49004556937921,-0.19330575889159243,-0.16572751095258811,-0.6923539897070337,-0.0550665356589243,-0.14035948127793565,-0.8071678300051965,-0.16685788388474307,-0.12121181883014001,-0.47793789075818693,-0.16841997208062154,-0.1620097729111401,-0.5098762456602688,-0.15130427578678374,-0.01252238208435659,-0.6937727558318146,-0.043281392310153,0.020799087375279756,-0.8327425648805039,-0.16277986643692574,0.01073721759898674,-0.53331456498761,-0.10586867394120221,-0.03199571143899278,-0.5233204886059911,-0.048378660125598584,0.11154100795446041,-0.675422820291104,-0.044150145266971544,0.1612197120146245,-0.7529136259739678,-0.11808140230645889,0.13247642101167342,-0.5524246362751436,-0.08486202702071614,0.08896488391224586,-0.5301887722683234,-0.04780538050010603,A,left
